Grapheme	IPA	SCA	TYPES	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
ú	ú/u	Y	Vowel	1785	U+00FA	"júòm,kú-máɲá,múúsi"	a11londo,a122bakundu,a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a24duala,a27malimba,a31bubi,a33ayasa,a34benga,a41barombikang,a42abo,a44tunen,a45nyokon,a462yambeta,a46nomaande,a51bafiamaja,a53bafiarikpa,a54tibea,a601tuki,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a621nubaca,a622nugunu,a62anuasue,a62anukalonge,a62bmmala,a62clibie,a71eton,a72aewondo,a832bekol,a83mekaa,a841badwe,a84njem,a86cmpiemo,a87bomwali,a91kwakum,a93kako,aghemgrassfields,b11ddyumba,b202sigu,b204ndambomombadi,b21seki,b23mbangwe,b252mahongwe,b305vove,b44lumbu,b501wanzie,b51duma,b77bfumu,b78wuumu,b81tiene,b82buma,b84mbunda,b85dnsongo,b85emput,b85yanzi,b861ngul,b862lwel,b863pindi,b864ngong,b865nzadi,b86dinga,bamungrassfields,bilejarawan,bwazzajarawan,c104aka,c105mbenga,c141bonyala,c142mondongo,c21ngare,c22akwa,c24koyo,c25abunji,c25bolee,c25condinga,c25eeboyi,c302bolondo,c322zamba,c323mpama,c32bobangi,c36dlingala,c36gmonyongo,c36gmosange,c37ebudza,c412libobi,c41ngombe,c42ebwela,c43abaati,c44bwa,c61ekonda,c61mongo,c71tetela,c76ombo,c81dengese,c83bushong,c85wongo,d11mbole,d12lengola,d13metoko,d14enya,d201liko,d211kango,d21baali,d24songola,d25lega,d28holoholo,d305nyangali,d308bodo2,d308ebodo,d311bila,d32bira,d32birabunia,d331bvanuma,d333ndaaka,d334mbo,d33nyali,d43nyanga,d55buyu,dugurijarawan,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,e55kamba,e65gweno,e701elwana,e71aupperpokomo,e73digo,f12bende,g11gogo,g22asu,g39saghala,g412mwiini,g44angazija,g44bndzwani,g44dmaore,g62hehe,g63bena,h11beembe,h131kisundicongokimongo1988,h16akisikongo2013,h16cyombe,h16flaadi,h31yaka,h321soonde,h32suku,h42hunganna,jd53shi,je42gusii,je43kuria,k14lwena,k15mbunda,k31luyana,k332rumanyo,komgrassfields,kulungjarawan,l11pende,l12bholu,l13kwese,l221lwalwa,l23songe,l31alubakasai,l32kanyok,l33lubashaba,l34hemba,l35sanga,m41taabwa,m42bemba,m52lala,m64tonga,mbulajarawan,moghamograssfields,mungakagrassfields,n13matengo,n14mpoto,n31chewa,njengrassfields,okugrassfields,p23simakonde,p31emakhua,p31gikorovere,r11umbundu,s11shona,s21venda,s31tswana,s41xhosa,s42zulu,s51tshwa,s53tsonga,zaambojarawan
û	û	Y	Vowel	142	U+00FB	"gûhanà,mûfu,nûmb"	a141lefo,a15celungcentralmanenguba,a22bakweri,a33ayasa,a45nyokon,a621nubaca,a62anukalonge,a62bmmala,a832bekol,a83mekaa,a841badwe,a84njem,a86cmpiemo,a87bomwali,a91kwakum,b85dnsongo,b864ngong,b865nzadi,bilejarawan,bwazzajarawan,c42ebwela,d13metoko,d21baali,dugurijarawan,e51kikuyu,e622akimochi,e71aupperpokomo,e73digo,g11gogo,k14lwena,k15mbunda,k332rumanyo,kulungjarawan,l11pende,l13kwese,l23songe,l31alubakasai,l34hemba,mbulajarawan,moghamograssfields,mungakagrassfields,njengrassfields,s42zulu,zaambojarawan
ü	y	Y	Vowel	13	U+00FC	"düə̀,ɥüə́nə́,ɥüə̌rə́"	a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15celungcentralmanenguba,a15manenguba,b865nzadi,bamungrassfields
ý	ý/j	J	Consonant	5	U+00FD	"āʒýˋ,ǹ-ným,ɲýə̀"	a54tibea,a61ngoroasom,komgrassfields
ā	ā/a	A	Vowel	71	U+0101	"éɓālé,āʒýˋ,ɲāmā"	a122bakundu,a141lefo,a15bmiengenwmanenguba,a15cmkaa,a33ayasa,a41barombikang,a42abo,a51bafiamaja,a61ngoroasom,a86cmpiemo,aghemgrassfields,bamungrassfields,d311bila,fefegrassfields,je43kuria,komgrassfields,moghamograssfields,njengrassfields
ă	ă/a	A	Vowel	4	U+0103	"imăn,ntăn,tsyă"	b865nzadi
č	tʃ	T	Consonant	3	U+010D	"mèčîn,ìčwɛ́í,ìčû"	d33nyali,njengrassfields
ē	ē/e	E	Vowel	32	U+0113	"tēè,ēkūndú,ētálè"	a33ayasa,a41barombikang,a51bafiamaja,a53bafiarikpa,a86cmpiemo,d311bila,fefegrassfields,komgrassfields,okugrassfields
ĕ	ĕ/e	E	Vowel	3	U+0115	"eswĕ,ikĕl,mwĕmbé"	b865nzadi,d43nyanga
ě	ě/e	E	Vowel	36	U+011B	"dwě,máběle,zěn"	a141lefo,a15bmiengenwmanenguba,a15cmkaa,a22bakweri,a41barombikang,a42abo,a63mangisa,a72aewondo,a832bekol,a86cmpiemo,b252mahongwe,b865nzadi,c105mbenga,c322zamba,c71tetela,c85wongo,d28holoholo,d32birabunia,l13kwese,l23songe,l33lubashaba,l34hemba,l35sanga,moghamograssfields
ĩ	ĩ	I	Vowel	12	U+0129	"kĩ,mɷ̀mìmìl̪ĩ,ùdyɛ̃nĩkɛ̀"	a86cmpiemo,b22bngom,b23mbangwe,b251shake,b601lempini,b62mbaama,b71atekedj,d33nyali
ī	ī/i	I	Vowel	73	U+012B	"amaáɲīīŋgā,īɣɔ́ŋ,īɥínˊ"	a122bakundu,a86cmpiemo,bwazzajarawan,d311bila,fefegrassfields,je43kuria,komgrassfields,moghamograssfields,mungakagrassfields,okugrassfields
ĭ	ĭ/i	I	Vowel	4	U+012D	"dzĭǹ,dĭb,ɔtɔ́ɔ̀ dzĭm̀"	b865nzadi,d32birabunia,l32kanyok
ń	ń/n	N	Consonant	31	U+0144	"ń-ʒila,ńté,ńõ̱"	a24duala,a54tibea,aghemgrassfields,b77bfumu,b85dnsongo,bwazzajarawan,c85wongo,d11mbole,l221lwalwa,l23songe,mbulajarawan,p31gikorovere
ŋ	ŋ	N	Consonant	2038	U+014B	"akaŋá,mə̀ŋá,ɲaŋgá"	a11londo,a121mbonge,a122bakundu,a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a15manenguba,a27malimba,a32cbatanga,a33ayasa,a34benga,a41barombikang,a42abo,a43abasaa,a44tunen,a45nyokon,a462yambeta,a46nomaande,a51bafiamaja,a53bafiarikpa,a54tibea,a601tuki,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a621nubaca,a622nugunu,a62anuasue,a62anukalonge,a62bmmala,a62clibie,a63mangisa,a71eton,a75afangbitam,a75afangmedouneu,a75afangminvoul,a803shiwa,a81kwasio,a832bekol,a83mekaa,a841badwe,a85bbekwilmakokou,a85bbekwilmv,a86cmpiemo,a91kwakum,a93kako,aghemgrassfields,b11ampongwe,b11borungu,b11cgalwa,b11ddyumba,b11fenenga,b201ndasa,b202sigu,b203samaye,b204ndambomoli,b204ndambomomassoukou,b204ndambomombadi,b21seki,b22akele,b22bkoya,b22bngom,b22emwesa,b23mbangwe,b24wumbvu,b251shake,b252mahongwe,b25kota,b301viya,b302himba,b304pinzi,b305vove,b31tsogo,b32kande,b404ngubi,b41shira,b42sangumb,b42sangumi,b43punu,b44lumbu,b501wanzie,b501wanzimo,b503vili,b51duma,b51dumala,b52nzebi,b53tsaangipoungi,b601lempini,b602kaninginord,b602kaningisud,b62mbaama,b63ndumu,b701atsitsege,b71aibtekeibalicongo,b71aletekeleconi,b71atekedj,b71atekeos,b78wuumu,b81tiene,b862lwel,b864ngong,b865nzadi,b86dzing,bamungrassfields,bilejarawan,bwazzajarawan,c101baboleep,c24koyo,c25condinga,c25mboshi,c322zamba,c41ngombe,c43abaati,c44bwa,c81dengese,c83bushong,c85wongo,d12lengola,d13metoko,d201liko,d211kango,d21baali,d25lega,d28holoholo,d305nyangali,d308ebodo,d311bila,d333ndaaka,d334mbo,d43nyanga,dugurijarawan,e46sonjo,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,e53tigania,e55kamba,e55kambakitu,e56daiso,e621bmachame,e621csiha,e622cmamba,e701elwana,e71aupperpokomo,e72agiryama,e73digo,f12bende,f21ntuzu,f21sukuma,f22nyamwezi,f23sumbwa,f24kimbu,f25bungu,f31nyiramba,fefegrassfields,g11gogo,g12kagulu,g22asu,g23sambaa,g32kwere,g33zaramo,g35luguru,g36kami,g37kutu,g39saghala,g401mwani,g412mwiini,g41bajuni,g42aamu,g42dunguja,g43kae,g44angazija,g44bndzwani,g44dmaore,g51pogoro,g52ndamba,g61sangu,g62hehe,g63bena,g64pangwa,g65kinga,g66wanji,h111hangala,h11beembe,h12civilicongo,h16cyombe,h16flaadi,h16gntandu,h31yaka,h321soonde,h32suku,h41mbala,h42hunganna,je15luganda,je25jita,je25kilegi,je25mkwaya,je31cbukusu,je31lumasaaba,je32luyia,je401ngoreme,je402ikizu,je404shasi,je41maragoli,je42gusii,je43kuria,je44zanaki,k15mbunda,k21lozi,k332rumanyo,komgrassfields,kulungjarawan,l11pende,l221lwalwa,l31alubakasai,l32kanyok,l41kaonde,l52lunda,m11pimbwe,m12lungwa,m13fipa,m14rungu,m15mambwe,m21ndali,m21wanda,m22namwanga,m23nyiha,m24malila,m25safwa,m28lambya,m31nyakyusa,m54lamba,mbulajarawan,moghamograssfields,mungakagrassfields,n11manda,n12ngoni,n13matengo,n14mpoto,n31chewa,njengrassfields,okugrassfields,p11ndengeleko,p12rufiji,p13matumbi,p15mbunga,p21yao,p22mwera,p23simakonde,p25mabia,p31gikorovere,s16kalanga,s31tswana,s41xhosa,s42zulu,s51tshwa,s53tsonga,tivtivoid,zaambojarawan
ō	ō/o	U	Vowel	31	U+014D	"mbōŋgó,àgwōgɔ̀,èjáhō"	a122bakundu,a33ayasa,a51bafiamaja,a53bafiarikpa,a54tibea,a86cmpiemo,a87bomwali,d311bila,fefegrassfields,komgrassfields,moghamograssfields,okugrassfields
ŏ	ŏ/o	U	Vowel	2	U+014F	"ibvyŏˋ,lwŏˋ"	b865nzadi
œ	œ	U	Vowel	4	U+0153	"bvœn,ekœ',mbwœm"	a841badwe,b86dzing
ŗ	ŗ/r	R	Consonant	2	U+0157	"ɔ̀ŗáà"	a31bubi
ř	ř/r	R	Consonant	1	U+0159	"mbɔ́řaˀ"	a15celungcentralmanenguba
ś	ɕ	S	Consonant	1	U+015B	"śsó"	c71tetela
š	ʂ	S	Consonant	46	U+0161	"-širi,ešú,yešiya"	a31bubi,bamungrassfields,c85wongo,d12lengola,d33nyali,fefegrassfields,h16gntandu,h32suku,h41mbala,moghamograssfields,n21tumbukamalawi,n42kunda,njengrassfields,s31tswana
ũ	ũ	Y	Vowel	11	U+0169	"dʒɔ̃ũ,sũ,ũŋwútù"	a803shiwa,a85bbekwilmv,a86cmpiemo,b23mbangwe,b251shake,b25kota,b78wuumu
ū	ū/u	Y	Vowel	37	U+016B	"mɛ̀sūì,à-jūé,ábū"	a141lefo,a15ambuu,a15bmiengenwmanenguba,a15cmkaa,a33ayasa,a86cmpiemo,a93kako,bamungrassfields,d311bila,fefegrassfields,komgrassfields,moghamograssfields,mungakagrassfields,njengrassfields,okugrassfields
ŭ	ŭ/u	Y	Vowel	3	U+016D	"b$ŭnù̧,cŭba -(c)úba,mŭtu"	d43nyanga,d55buyu,l13kwese
ű	ű/u	Y	Vowel	1	U+0171	"íɣʷűˈḿ"	komgrassfields
ŵ	ŵ/w	W	Consonant	2	U+0175	"lŵ,ɗŵ"	a87bomwali
ž	ʐ	S	Consonant	7	U+017E	"(mʉ̀)nžwīɛ,àžǘtˊ,ážɛ́t"	fefegrassfields,moghamograssfields,njengrassfields
Ʒ	Ʒ/ʒ	S	Consonant	1	U+01B7	"oƷíb"	b862lwel
ǀ	ǀ	!	Consonant	1	U+01C0	"ǀɛ́ǀ̰à"	k332rumanyo
ǎ	ǎ/a	A	Vowel	93	U+01CE	"mǎŋgɛ̄,vewǎ,ŋ-kǎŋ"	a141lefo,a151nkongho,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a22bakweri,a27malimba,a41barombikang,a42abo,a45nyokon,a61ngorobisoo,a62bmmala,a63mangisa,a71eton,a72aewondo,a81kwasio,a832bekol,a841badwe,a84njem,a86cmpiemo,a87bomwali,b862lwel,b864ngong,c322zamba,c37ebudza,c61mongo,c76ombo,c83bushong,d13metoko,d201liko,d25lega,d28holoholo,d305nyangali,d308bodo2,d308ebodo,d33nyali,d43nyanga,fefegrassfields,l13kwese,l23songe,l34hemba
ǐ	ǐ/i	I	Vowel	97	U+01D0	"dǐtʃɛ̀ɛ́,fǐtút,ɲʃǐ"	a141lefo,a151nkongho,a15bmiengenwmanenguba,a15cakossi,a15cmkaa,a15manenguba,a41barombikang,a42abo,a44tunen,a61ngorobisoo,a62anukalonge,a63mangisa,a71eton,a72aewondo,a81kwasio,a91kwakum,b202sigu,c61mongo,c83bushong,d13metoko,d201liko,d25lega,d28holoholo,fefegrassfields,l13kwese,mungakagrassfields
ǒ	ǒ/o	U	Vowel	59	U+01D2	"-mǒm,jǒw,ǒl(í)"	a15cakossi,a15cmkaa,a22bakweri,a27malimba,a33ayasa,a41barombikang,a42abo,a45nyokon,a61ngorobisoo,a62anukalonge,a62clibie,a63mangisa,a71eton,a72aewondo,a841badwe,a84njem,a86cmpiemo,b21seki,b77bfumu,c322zamba,c42ebwela,c83bushong,d13metoko,d201liko,d25lega,d28holoholo,fefegrassfields,l13kwese,l23songe,l34hemba
ǔ	ǔ/u	Y	Vowel	30	U+01D4	"fǐnǔn,sǔŋ,ǹkǔ"	a141lefo,a15bmiengenwmanenguba,a22bakweri,a41barombikang,a42abo,a61ngorobisoo,a62anukalonge,a63mangisa,a71eton,a72aewondo,b21seki,b864ngong,bamungrassfields,c34sakata,c76ombo,c83bushong,d201liko,l13kwese,l23songe,l34hemba,l35sanga,mungakagrassfields
ǖ	ǖ/y	Y	Vowel	1	U+01D6	"èyǖt"	njengrassfields
ǘ	ǘ/y	Y	Vowel	15	U+01D8	"mə̀-ʃǜǘ,yǘ,ɗǘ"	a54tibea,a61ngoroasom,a61ngorolunda,moghamograssfields,njengrassfields
ǜ	ǜ/y	Y	Vowel	13	U+01DC	"-kǜǜ,kə̀-nǜ,à-nǜ"	a54tibea,a61ngoroasom,a61ngorolunda,bamungrassfields
ǝ	ə	E	Vowel	20	U+01DD	"lǝlǝ́m,lǝpib,mǝn"	b862lwel
ǹ	ǹ/n	N	Consonant	141	U+01F9	"kì̧ú̧mà kí mù̧kyóǹká,ǹ-tɛ̀ʔ,ǹnɛm"	a141lefo,a151nkongho,a15ambuu,a15bmiengenwmanenguba,a15cakossi,a15celungcentralmanenguba,a15manenguba,a22bakweri,a462yambeta,a51bafiamaja,a53bafiarikpa,a54tibea,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a621nubaca,a62anukalonge,a62bmmala,a62clibie,a63mangisa,a71eton,a91kwakum,b865nzadi,bilejarawan,c43abaati,c61mongo,c76ombo,c81dengese,c85wongo,d12lengola,d14enya,d24songola,fefegrassfields,h16akisikongo2013,h16flaadi,h16gntandu,m42bemba,mbulajarawan,moghamograssfields,mungakagrassfields,njengrassfields,p31emakhua,s21venda,s31tswana,s53tsonga
ǽ	ǽ/æ	E	Vowel	2	U+01FD	"lǽǽ"	a15bmiengenwmanenguba
ǿ	ǿ/ø	U	Vowel	4	U+01FF	"-lǿ,màlǿf,ŋ̀-kǿnɛ́ kǿ"	a151nkongho,a15celungcentralmanenguba,a41barombikang
ȁ	ȁ/a	A	Vowel	3	U+0201	"-maɲȁ,-ómȁ,maútȁ"	e55kamba
ȉ	ȉ/i	I	Vowel	1	U+0209	"ekómȉ"	e55kamba
ȍ	ȍ/o	U	Vowel	1	U+020D	"mōːn̏dȍ"	e55kamba
ɐ	ɐ	E	Vowel	2	U+0250	"gvənɐ,ʃaʔɐ"	a803shiwa
ɓ	ɓ	P	Consonant	315	U+0253	"àɓɛ̄lì,ɓotó,ɲàmà ɓwàɓà"	a15bmiengenwmanenguba,a15cakossi,a15cmkaa,a24duala,a27malimba,a33ayasa,a41barombikang,a42abo,a51bafiamaja,a53bafiarikpa,a54tibea,a61ngoroasom,a61ngorobisoo,a61ngorolunda,a85bbekwilmakokou,a85bbekwilmv,a86cmpiemo,a87bomwali,a93kako,b11ddyumba,bilejarawan,bwazzajarawan,c142mondongo,c15bongili,c302bolondo,c37ebudza,c401pakabete,c412libobi,c42ebwela,c43abaati,c44bwa,d12lengola,d201liko,d211kango,d21baali,d308bodo2,d308ebodo,d311bila,d32bira,d32birabunia,d331bvanuma,d333ndaaka,d334mbo,d33nyali,dugurijarawan,g39saghala,g42dunguja,g43kae,g44angazija,g44bndzwani,g44dmaore,h16cyombe,komgrassfields,kulungjarawan,mbulajarawan,okugrassfields,s311shekgalagari,s41xhosa,s42zulu,zaambojarawan
ɔ	ɔ	U	Vowel	1929	U+0254	"limbɔ,u-yok-ɔkɔ,ɔkɛn"	a11londo,a121mbonge,a122bakundu,a15celungcentralmanenguba,a22bakweri,a31bubi,a32cbatanga,a33ayasa,a34benga,a42abo,a43abasaa,a44tunen,a45nyokon,a462yambeta,a46nomaande,a601tuki,a622nugunu,a62anuasue,a62anukalonge,a62bmmala,a63mangisa,a75afangbitam,a75afangmedouneu,a75afangminvoul,a803shiwa,a81kwasio,a841badwe,a84njem,a85bbekwilmakokou,a85bbekwilmv,a87bomwali,a93kako,aghemgrassfields,b11ampongwe,b11borungu,b11cgalwa,b11fenenga,b201ndasa,b202sigu,b203samaye,b204ndambomoli,b204ndambomomassoukou,b204ndambomombadi,b21seki,b22akele,b22bkoya,b22bngom,b22emwesa,b23mbangwe,b24wumbvu,b251shake,b252mahongwe,b25kota,b301viya,b302himba,b304pinzi,b305vove,b31tsogo,b32kande,b404ngubi,b42sangumb,b42sangumi,b501wanzie,b501wanzimo,b503vili,b51duma,b51dumala,b52nzebi,b53tsaangipoungi,b601lempini,b602kaninginord,b602kaningisud,b62mbaama,b63ndumu,b701atsitsege,b71aletekeleconi,b71atekedj,b71atekeos,b77bfumu,b78wuumu,b81tiene,b82buma,b84mbunda,b85dnsongo,b85emput,b85yanzi,b861ngul,b864ngong,b865nzadi,b86dinga,b86dzing,bamungrassfields,bilejarawan,bwazzajarawan,c101baboledz,c101baboleep,c101babolema,c104aka,c105mbenga,c141bonyala,c142mondongo,c15bongili,c21ngare,c22akwa,c24koyo,c25abunji,c25bolee,c25condinga,c25eeboyi,c25mboshi,c302bolondo,c323mpama,c32bobangi,c34sakata,c36dlingala,c36gmonyongo,c36gmosange,c37ebudza,c401pakabete,c412libobi,c42ebwela,c43abaati,c44bwa,c61ekonda,c61mongo,c71tetela,c76ombo,c83bushong,d11mbole,d12lengola,d13metoko,d14enya,d201liko,d211kango,d21baali,d25lega,d28holoholo,d305nyangali,d308bodo2,d308ebodo,d311bila,d32bira,d331bvanuma,d333ndaaka,d43nyanga,dugurijarawan,e46sonjo,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,e53tigania,e55kamba,e56daiso,e701elwana,f25bungu,f31nyiramba,fefegrassfields,h16cyombe,je42gusii,je43kuria,komgrassfields,kulungjarawan,mbulajarawan,njengrassfields,okugrassfields,p13matumbi,p31emakhua,tivtivoid,zaambojarawan
ɖ	ɖ	T	Consonant	2	U+0256	"luɖoga,ɗə-ɖə́màʔ"	a51bafiamaja,e72agiryama
ɗ	ɗ	T	Consonant	200	U+0257	"ɗí:,ɗíjɔ̀,ɗǘ"	a27malimba,a33ayasa,a51bafiamaja,a53bafiarikpa,a54tibea,a61ngoroasom,a61ngorolunda,a85bbekwilmakokou,a85bbekwilmv,a86cmpiemo,a87bomwali,a93kako,b11ddyumba,b21seki,bilejarawan,bwazzajarawan,c15bongili,c37ebudza,c401pakabete,c42ebwela,c43abaati,c44bwa,d12lengola,d21baali,d308ebodo,d311bila,d32birabunia,d331bvanuma,d333ndaaka,d334mbo,dugurijarawan,e621dkibosho,e622akimochi,e701elwana,g39saghala,g42dunguja,g43kae,g44angazija,g44bndzwani,g44dmaore,kulungjarawan,mbulajarawan,s51tshwa
ə	ə	E	Vowel	601	U+0259	"mɔɔndə,ɓwá mpəndé,ənzu"	a151nkongho,a15manenguba,a44tunen,a51bafiamaja,a54tibea,a63mangisa,a75afangbitam,a75afangmedouneu,a75afangminvoul,a803shiwa,a81kwasio,a83mekaa,a85bbekwilmv,b202sigu,b204ndambomomassoukou,b22akele,b22bkoya,b22bngom,b23mbangwe,b305vove,b41shira,b42sangumb,b42sangumi,b43punu,b44lumbu,b52nzebi,b601lempini,b82buma,b84mbunda,b85emput,b85yanzi,b861ngul,b865nzadi,b86dinga,b86dzing,bamungrassfields,bilejarawan,bwazzajarawan,c34sakata,fefegrassfields,h12civilicongo,h31yaka,h32suku,h41mbala,komgrassfields,mbulajarawan,mungakagrassfields,okugrassfields,tivtivoid,zaambojarawan
ɛ	ɛ	E	Vowel	1532	U+025B	"-lɛ,yiyɛsa,ʊkʊ-ɲɛɛla"	a11londo,a121mbonge,a122bakundu,a15cakossi,a15celungcentralmanenguba,a15cmkaa,a22bakweri,a31bubi,a32cbatanga,a34benga,a42abo,a43abasaa,a44tunen,a45nyokon,a46nomaande,a61ngoroasom,a622nugunu,a62anuasue,a62bmmala,a63mangisa,a75afangbitam,a75afangmedouneu,a75afangminvoul,a803shiwa,a81kwasio,a83mekaa,a841badwe,a84njem,a85bbekwilmakokou,a85bbekwilmv,a87bomwali,a93kako,b11ampongwe,b11borungu,b11cgalwa,b11fenenga,b201ndasa,b202sigu,b203samaye,b204ndambomoli,b204ndambomomassoukou,b204ndambomombadi,b21seki,b22akele,b22bkoya,b22bngom,b22emwesa,b23mbangwe,b24wumbvu,b251shake,b252mahongwe,b25kota,b301viya,b302himba,b304pinzi,b305vove,b31tsogo,b32kande,b404ngubi,b42sangumi,b501wanzie,b501wanzimo,b503vili,b51duma,b51dumala,b52nzebi,b53tsaangipoungi,b601lempini,b602kaningisud,b62mbaama,b63ndumu,b701atsitsege,b71aletekeleconi,b71atekedj,b77bfumu,b78wuumu,b81tiene,b82buma,b84mbunda,b85dnsongo,b85emput,b85yanzi,b861ngul,b863pindi,b865nzadi,b86dinga,b86dzing,bamungrassfields,c101baboledz,c101baboleep,c101babolema,c104aka,c105mbenga,c141bonyala,c142mondongo,c15bongili,c21ngare,c22akwa,c24koyo,c25abunji,c25bolee,c25condinga,c25eeboyi,c25mboshi,c302bolondo,c323mpama,c32bobangi,c34sakata,c36dlingala,c36gmonyongo,c36gmosange,c37ebudza,c401pakabete,c412libobi,c41ngombe,c43abaati,c44bwa,c52soko,c55lokele,c61ekonda,c61mongo,c71tetela,c76ombo,c83bushong,c85wongo,d11mbole,d12lengola,d13metoko,d201liko,d211kango,d25lega,d28holoholo,d305nyangali,d308bodo2,d308ebodo,d43nyanga,e46sonjo,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,e53tigania,e55kamba,e56daiso,e701elwana,f25bungu,f31nyiramba,fefegrassfields,g65kinga,h12civilicongo,h16cyombe,h42hunganna,je42gusii,je43kuria,kulungjarawan,m24malila,m31nyakyusa,mungakagrassfields,okugrassfields,p31emakhua,zaambojarawan
ɟ	ɟ	C	Consonant	44	U+025F	"mɟiti,ɟepa,ɟɛ́ɛ̀"	a81kwasio,a85bbekwilmakokou,a91kwakum,e701elwana,e71aupperpokomo,g401mwani,g412mwiini,g41bajuni,g42aamu,g42dunguja,g43kae,g44dmaore
ɠ	ɠ	K	Consonant	5	U+0260	"ɠɥi,ɠɥɪs"	a85bbekwilmakokou,a85bbekwilmv
ɡ	g	K	Consonant	39	U+0261	"dìsõ̀ŋɡá,ŋɡùp,ŋɡúp"	a122bakundu,aghemgrassfields,bamungrassfields,fefegrassfields,komgrassfields,moghamograssfields,mungakagrassfields,njengrassfields,okugrassfields
ɣ	ɣ	G	Consonant	876	U+0263	"nwaɣa,yuɣi,ókoɣóro"	a151nkongho,a41barombikang,a42abo,a43abasaa,a45nyokon,a51bafiamaja,a53bafiarikpa,a54tibea,a75afangminvoul,a803shiwa,a81kwasio,aghemgrassfields,b11ampongwe,b11borungu,b11cgalwa,b11ddyumba,b11fenenga,b301viya,b302himba,b304pinzi,b305vove,b31tsogo,b32kande,b404ngubi,b41shira,b42sangumb,b42sangumi,b43punu,b44lumbu,b501wanzie,b501wanzimo,b503vili,b51duma,b51dumala,b53tsaangipoungi,b601lempini,b602kaninginord,b602kaningisud,b63ndumu,b71aletekeleconi,b71atekedj,b71atekeos,bamungrassfields,c21ngare,c24koyo,c25abunji,c25bolee,e51kikuyu,e52embu,e52mbeere,e531muthambi,e531mwimbi,e53igoji,e53imenti,e53miutini,e55kamba,e65gweno,e701elwana,e71aupperpokomo,e74atuveta,f12bende,fefegrassfields,g22anorthpare,g22asu,g22bsouthpare,g39saghala,g52ndamba,g66wanji,h16bkindibu2013,h16hkinkanu2012,h16kimbatangidinga,h16kimbeko,je401ngoreme,je403suba,je42gusii,je43kuria,je45nata,k332rumanyo,komgrassfields,moghamograssfields,njengrassfields,okugrassfields,p15mbunga
ɥ	ɥ	J	Consonant	32	U+0265	"īɥínˊ,ɥūì,ɥɪ᷆m"	a803shiwa,a81kwasio,a85bbekwilmakokou,a85bbekwilmv,aghemgrassfields,bamungrassfields,fefegrassfields,komgrassfields,moghamograssfields,mungakagrassfields,okugrassfields
ɦ	ɦ	H	Consonant	2	U+0266	"t’iɦúɲí,ŋgʱóɦé"	s53tsonga
ɨ	ɨ	I	Vowel	30	U+0268	"litswɨ,mɨɨ̀ʔ,tsɨʁɨ"	a15manenguba,a75afangmedouneu,a803shiwa,a841badwe,a84njem,b84mbunda,b85emput,b85yanzi,b86dinga,bamungrassfields,c34sakata,e54tharaka
ɩ	ɪ	I	Vowel	217	U+0269	"lulɩmɩ,lɩ(k)ɛɛ́,yɩmba"	a62anukalonge,b81tiene,b864ngong,c34sakata,c43abaati,c44bwa,d201liko,d211kango,d25lega,d28holoholo,d305nyangali,d308ebodo,d331bvanuma,d333ndaaka,d334mbo,d33nyali,d43nyanga,e701elwana,f21ntuzu,f22nyamwezi,f25bungu,f31nyiramba,g65kinga,m24malila,m31nyakyusa,n11manda,n13matengo,p13matumbi,r11umbundu
ɪ	ɪ	I	Vowel	41	U+026A	"lɪ,mɪza,ɪlɛl"	a85bbekwilmakokou,a85bbekwilmv,d201liko
ɫ	lˠ	L	Consonant	2	U+026B	"mauɫa,uɫumi"	e622cvunjo
ɬ	ɬ	L	Consonant	2	U+026C	"-ɬàya,-ɬánt’a"	s53tsonga
ɮ	ɮ	L	Consonant	9	U+026E	"ndɮàlà,yìndɮù,índɮala"	s41xhosa,s42zulu,s51tshwa,s53tsonga
ɯ	ɯ	I	Vowel	172	U+026F	"Inɯ,M-enɯ,N-ɯli"	c401babati1919,c52soko1919,c54turumba1919,d20bvamba1919,d23kibirakumu1919,d304homa1919,d313mbuttu1919
ɱ	ɱ	M	Consonant	19	U+0271	"boɱei,ɓoɱéi,ɱpfuma"	a81kwasio,c142mondongo,c302bolondo,c36gmonyongo,c36gmosange,c412libobi,d33nyali,g412mwiini
