ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
1,1,nə̀ə,animal-1,false,expert,,,,
2,2,pō,arm-1,false,expert,,,,
3,3,vhʉ̄,ashes-1,false,expert,,,,
4,4,kɔ̀p,bark-1,false,expert,,,,
5,5,kwɛ̄n,bed-1,false,expert,,,,
6,6,vàm,belly-1,false,expert,,,,
7,7,sāk,bird-1,false,expert,,,,
8,8,lōm,bite-1,false,expert,,,,
9,9,nsì˚,blood-1,false,expert,,,,
10,10,cwīi,bone-1,false,expert,,,,
11,11,pɛ̄n,breast-1,false,expert,,,,
12,12,tòo,burn-1,false,expert,,,,
13,13,mūu ~ mōo,child-1,false,expert,,,,
14,14,ndùa,cloud-1,false,expert,,,,
15,15,sàʔ,come-1,false,expert,,,,
16,16,sāh,count-1,false,expert,,,,
17,17,kʉ̄a,die-1,false,expert,,,,
18,18,mvʉ̄a,dog-1,false,expert,,,,
19,19,nū,drink-1,false,expert,,,,
20,20,tɔ̄k,ear-1,false,expert,,,,
21,21,zā ?,eat-1,false,expert,,,,
22,22,pòm,egg-1,false,expert,,,,
23,23,sʉ̄ʉ,elephant-1,false,expert,,,,
24,24,zāh ~ zə̄k,eye-1,false,expert,,,,
25,25,sī,face-1,false,expert,,,,
26,26,wùa,fall-1,false,expert,,,,
27,27,mvāt,fatoil-1,false,expert,,,,
28,28,fhʉ̀,feather-1,false,expert,,,,
29,29,ŋkɔ̀p˚,fingernail-1,false,expert,,,,
30,30,mɔ̄h ~ mūk,fire-1,false,expert,,,,
31,31,ncwī,firewood-1,false,expert,,,,
32,32,mbàānši,fish-1,false,expert,,,,
33,33,tīì ~ tēè,five-1,false,expert,,,,
34,34,kùx,four-1,false,expert,,,,
35,35,hā,give-1,false,expert,,,,
36,36,mvī,goat-1,false,expert,,,,
37,37,cāʔ,groundsoil-1,false,expert,,,,
38,38,thū,head-1,false,expert,,,,
39,39,ɥūʔ,hear-1,false,expert,,,,
40,40,ntām,heart-1,false,expert,,,,
41,41,ndɛ̄ˀ,horn-1,false,expert,,,,
42,42,ndʉ̄a,house-1,false,expert,,,,
43,43,nžiɛ̀,hunger-1,false,expert,,,,
44,44,ntǒ,intestine-1,false,expert,,,,
45,45,žī,kill-1,false,expert,,,,
46,46,pǐɛ,knife-1,false,expert,,,,
47,47,žī,know-1,false,expert,,,,
48,48,hù˚,leaf-1,false,expert,,,,
49,49,khù,leg-1,false,expert,,,,
50,50,mbìɛ,liver-1,false,expert,,,,
51,51,ŋū,moon-1,false,expert,,,,
52,52,nšù,mouth-1,false,expert,,,,
53,53,zɛ̄n,name-1,false,expert,,,,
