Words,W2,W3,W4,W5,W6,W7,W8,W9,W10,W12,W14,W15,W16,W18,W20,W22,W23,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W46,W48,W49,W50,W51,W52,W54,W55,W56,W58,W60,W61,W62,W63,W64,W65,W66,W68,W69,W70,W72,W73,W74,W75,W76,W77,W78,W79,W81,W83,W84,W86,W87,W89,W90,W91,W92,W93,W94,W95,W97,W98,W99,W100,W101,W103,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W117,W119,W123,W125,W24,W59
E622C_Vunjo,1,1,1,2,36,23,59,5,39,41,2,1,39,1,62,8,11,1,20,1,4,1,30,4,2,25,26,1,46,47,39,28,31,1,51,4,27,1,40,25,18,35,25,21,23,1,2,18,43,35,8,41,14,40,22,39,5,19,4,26,7,32,29,12,2,4,38,22,24,38,33,1,14,2,9,37,27,38,1,5,4,12,54,30,1,1,1,3,1,16,27,42,26,37,2,34,36,39,29,43
E623A_Kiseri,1,1,49,38,36,23,60,5,39,40,2,1,39,1,63,8,23,1,20,1,4,1,3,4,2,25,1,1,42,39,39,28,34,1,39,4,27,1,40,46,3,36,25,21,23,1,2,?,43,35,8,41,14,56,22,39,5,18,4,5,30,32,29,12,2,4,1,22,26,13,26,1,16,32,9,34,1,38,1,5,4,12,5,33,1,1,1,3,1,11,27,44,23,6,2,34,36,41,46,43
E623_Mkuu,1,1,48,38,43,23,61,5,39,40,2,1,39,1,64,44,11,1,20,1,3,1,3,4,2,25,1,1,42,7,39,28,?,1,51,4,27,1,40,25,3,36,25,21,23,1,2,18,43,35,8,35,14,40,22,39,5,18,4,5,30,32,29,11,2,4,39,22,26,13,26,17,5,32,45,34,1,38,1,5,4,12,5,32,1,1,1,4,1,11,27,26,23,6,2,34,37,41,29,43
E64_Kahe,1,1,50,2,?,23,?,5,39,23,2,1,45,1,65,44,11,1,20,1,3,1,30,4,2,?,1,1,46,48,39,?,31,1,51,4,27,1,23,45,1,36,25,21,?,?,?,18,43,?,?,41,14,40,22,2,5,18,4,24,7,32,29,11,2,4,1,22,27,13,35,?,?,36,47,38,30,40,1,17,?,34,55,32,1,1,1,4,1,16,?,54,26,38,?,34,36,39,?,?
E65_Gweno,1,1,1,56,36,42,60,5,1,23,2,1,39,1,66,44,11,1,20,1,4,1,30,4,2,25,1,1,45,7,39,28,35,1,51,4,27,1,40,25,3,36,25,21,23,1,2,18,43,44,8,43,14,40,22,2,5,18,4,5,7,32,29,30,2,24,1,22,24,13,18,1,16,2,37,39,30,21,1,5,4,12,5,30,1,1,1,4,1,11,28,26,26,4,2,34,41,42,29,43
E701_Elwana,28,21,1,38,43,44,30,2,1,23,2,1,14,1,61,8,24,1,1,1,15,1,3,4,2,4,28,1,35,7,37,1,1,1,49,4,27,1,41,47,11,37,19,21,23,1,2,29,11,49,8,3,1,57,37,2,5,6,4,24,7,?,29,30,2,22,1,46,24,13,18,1,17,37,48,36,1,21,1,5,4,12,56,6,1,1,1,4,1,11,22,26,23,6,40,16,34,39,29,39
E71A_Upper_Pokomo,29,21,1,59,28,45,30,2,1,42,2,1,14,1,61,8,13,1,21,1,15,1,3,4,2,4,1,1,35,7,39,1,1,1,39,4,1,1,41,25,11,37,19,21,23,1,24,32,45,35,8,3,1,27,37,2,5,6,4,5,7,35,29,30,2,22,1,22,24,13,18,1,5,2,49,36,31,21,1,5,4,12,5,6,1,1,1,4,1,11,22,26,23,39,2,16,34,39,29,39
E72a_Giryama,1,21,1,38,28,42,62,2,1,43,26,16,39,1,61,8,11,1,19,1,15,1,3,4,2,4,1,1,35,48,39,1,36,1,39,4,1,1,41,25,11,37,19,21,23,1,24,32,43,35,8,44,1,27,37,2,5,6,4,27,7,35,29,15,2,22,1,47,24,13,18,1,5,2,49,40,31,21,1,5,4,12,5,6,1,1,1,3,1,11,22,26,23,6,2,16,34,39,47,39
E73_Digo,1,21,1,59,28,42,50,2,39,40,2,17,14,1,61,8,11,1,22,1,15,1,3,4,2,4,1,1,35,48,39,1,37,1,49,4,1,1,41,25,11,37,19,21,23,1,24,32,43,50,8,44,1,27,37,2,5,18,4,27,7,35,29,15,2,4,1,22,24,13,18,1,16,32,49,36,31,21,1,5,4,12,5,6,1,1,1,3,1,11,22,26,23,39,2,16,34,43,47,39
E74a_Dawida,1,21,1,2,36,26,50,2,1,44,24,2,39,1,67,44,11,1,23,1,3,1,3,4,2,4,1,1,40,49,39,29,34,1,39,4,27,1,43,48,17,37,25,21,23,1,2,29,46,48,8,45,1,40,22,2,5,18,4,5,7,32,29,11,2,22,1,22,26,13,18,1,16,31,9,41,1,21,1,5,4,34,5,34,1,1,1,4,1,11,22,26,26,4,2,16,34,39,29,39
E74a_Tuveta,1,21,51,56,36,45,?,5,1,23,24,1,46,1,27,8,11,1,19,1,3,1,3,4,2,4,1,1,?,48,39,28,33,1,39,4,27,1,44,25,3,37,19,21,23,1,24,33,23,?,8,3,1,58,22,2,5,18,4,5,7,?,29,12,2,22,37,48,24,13,18,1,18,2,40,40,31,21,1,5,4,12,57,35,1,1,1,4,1,11,?,43,23,32,41,35,40,?,?,43
F12_Bende,1,1,52,?,43,23,30,2,1,43,2,1,39,1,68,44,25,1,1,1,4,1,3,11,2,?,1,1,?,7,37,28,38,1,49,4,1,1,43,25,3,19,26,21,23,1,25,18,44,29,40,46,1,?,22,40,5,18,4,28,6,1,30,12,2,22,1,47,18,13,26,18,5,2,50,40,1,21,1,5,4,12,5,6,1,1,1,3,1,11,13,55,2,6,?,16,34,44,?,44
F21_Ntuzu,1,21,1,40,36,23,30,2,1,26,2,2,39,1,67,8,13,1,1,1,16,?,3,12,2,4,1,1,35,7,39,28,1,1,53,4,1,1,43,49,3,32,25,21,23,14,2,?,11,35,8,35,1,40,22,40,5,18,4,18,?,1,28,11,14,4,1,22,24,13,18,1,5,2,40,3,1,21,1,15,4,12,58,6,1,1,1,3,1,11,11,55,2,40,42,16,22,44,29,39
F21_Sukuma,1,21,1,40,28,45,56,2,1,26,2,1,39,1,67,44,13,1,1,1,3,?,3,12,2,4,1,1,35,7,39,28,1,1,53,4,1,1,43,25,3,32,25,21,23,1,2,29,11,35,8,35,1,40,22,40,5,18,4,18,7,1,28,11,14,4,1,22,24,?,18,19,5,2,40,?,1,21,1,15,4,12,58,6,1,1,1,3,1,11,11,42,2,40,42,16,22,44,29,45
F22_Nyamwezi,1,21,1,40,28,23,63,2,1,42,2,1,39,1,67,44,13,1,1,1,4,?,3,12,2,4,1,1,35,7,39,28,34,1,53,4,1,1,43,25,3,32,25,21,23,1,2,29,11,35,8,36,1,40,22,40,5,18,4,29,7,1,30,11,2,4,1,22,24,13,18,1,5,2,40,42,1,21,1,15,4,12,5,6,1,1,1,3,1,11,13,56,2,40,42,16,22,44,29,45
F23_Sumbwa,1,1,1,40,28,23,30,2,1,42,2,1,39,1,67,44,26,1,1,1,4,?,3,4,2,4,1,1,35,7,37,28,11,1,49,4,1,1,43,47,3,25,27,21,23,1,2,17,11,29,8,47,1,40,22,40,5,18,4,17,7,33,30,12,2,4,1,22,24,13,18,1,5,2,40,42,1,21,1,5,4,30,5,6,1,1,1,3,1,11,13,26,22,6,2,16,22,44,29,39
F24_Kimbu,1,21,53,24,36,23,30,2,1,42,2,1,47,1,67,8,13,1,1,16,4,?,3,4,2,4,1,1,48,50,39,28,1,1,54,4,38,1,43,25,3,16,19,21,23,1,2,33,40,51,8,36,1,40,38,40,5,18,4,30,7,1,29,12,2,4,1,22,28,13,18,20,5,2,51,3,1,21,1,18,4,12,59,6,1,1,1,3,1,11,29,44,26,4,42,16,22,44,29,39
F25_Bungu,1,23,11,40,28,23,30,2,40,45,2,1,39,1,27,44,13,1,1,16,4,1,3,4,2,4,1,1,45,51,37,28,1,1,54,4,1,1,43,25,3,25,19,21,23,1,2,33,36,35,8,48,28,40,39,2,5,18,17,30,7,1,29,12,2,4,1,49,24,13,26,1,19,2,51,43,1,21,1,19,4,12,5,6,1,1,1,3,29,11,29,56,2,4,42,16,42,44,29,39
F31_Nyiramba,1,21,1,24,36,23,30,2,1,42,2,18,39,1,67,44,13,1,1,17,4,1,3,4,2,4,1,1,7,40,39,28,1,1,39,4,38,1,43,50,3,32,25,21,23,1,2,29,40,51,8,49,1,40,?,40,5,18,4,30,7,1,29,12,2,4,1,22,28,13,26,19,5,2,9,3,1,21,1,15,4,34,5,6,1,1,1,3,30,11,29,57,2,4,2,16,42,44,48,39
F32_Nyaturucha,1,21,1,24,36,23,30,?,1,23,2,1,14,1,67,8,13,1,1,1,4,1,3,4,2,4,1,1,35,40,39,28,36,1,55,4,1,1,43,25,3,16,25,21,23,1,2,18,40,52,8,35,1,40,22,40,5,18,4,31,7,1,29,12,2,4,1,22,24,13,18,1,20,2,52,42,1,21,1,20,4,34,5,36,1,1,1,3,1,17,11,58,2,39,42,16,40,44,29,46
F32_Nyaturuwil,1,21,1,24,36,23,30,2,1,23,2,1,39,11,69,8,13,1,1,1,4,1,3,4,2,4,1,1,7,40,39,28,36,1,55,4,1,1,43,43,3,32,25,21,23,1,2,34,40,39,8,35,1,40,22,40,5,18,4,32,7,1,29,12,2,4,1,22,24,39,18,1,20,2,52,42,1,21,1,20,4,34,5,36,1,1,1,3,1,11,11,58,2,39,42,16,34,44,29,39
F33_Langi,1,24,1,60,36,23,30,5,1,23,2,16,45,12,55,8,13,1,6,1,3,1,3,4,2,4,1,1,49,52,39,28,36,1,39,4,38,1,44,25,3,38,1,21,29,1,24,29,47,39,41,50,1,40,40,2,5,18,4,5,7,1,29,12,2,4,1,22,29,40,18,1,5,2,48,44,1,21,1,1,4,12,60,6,1,1,1,3,1,11,22,56,23,4,41,16,38,39,29,39
G11_Gogo,30,1,1,24,36,23,50,5,1,23,2,16,39,1,67,44,13,1,1,1,16,1,31,11,2,4,1,1,45,48,39,30,36,1,49,4,38,15,43,25,3,19,28,21,23,1,24,29,48,52,8,50,1,59,38,2,5,18,17,33,7,32,29,15,2,4,1,50,24,13,18,1,5,2,49,40,32,21,1,20,4,12,5,6,1,1,1,3,1,18,29,26,26,4,2,36,34,45,?,39
G12_Kagulu,30,21,1,59,36,23,30,5,1,23,2,16,39,1,67,44,11,1,1,1,4,1,3,11,2,4,1,1,45,48,39,31,36,1,39,4,27,15,41,25,3,19,19,21,23,1,24,33,43,52,8,51,1,59,38,40,5,18,4,33,7,32,29,5,2,22,1,47,24,13,18,21,5,2,49,40,32,21,1,20,4,12,5,6,1,1,1,4,31,11,30,26,26,4,41,16,34,39,?,39
G22_Asu,1,21,1,59,44,42,50,5,1,23,24,1,46,1,27,8,11,1,19,1,15,1,3,4,2,4,1,1,35,48,39,28,33,1,56,4,27,1,?,25,3,37,19,21,23,1,24,33,23,44,8,52,1,40,22,2,5,18,4,5,7,36,29,12,2,4,1,48,24,13,18,1,5,2,49,40,32,21,1,15,4,12,5,35,1,1,1,4,1,11,22,26,23,?,41,16,40,46,?,?
G22A_North_Pare,1,21,1,56,28,45,?,5,1,23,24,1,39,1,27,8,11,1,19,1,15,1,3,4,2,4,1,1,35,?,39,28,33,1,56,4,27,1,44,25,3,37,19,21,23,1,24,33,23,?,8,3,1,27,22,2,5,18,4,5,7,?,29,12,2,4,37,48,24,13,18,1,5,2,40,40,31,21,1,5,4,12,5,6,1,1,1,4,1,11,30,44,23,41,2,16,40,?,29,29
G22B_South_Pare,1,21,1,56,28,45,?,5,1,23,24,1,46,1,27,8,11,1,19,1,15,1,3,4,2,26,1,1,35,48,39,28,33,1,49,4,27,1,44,25,3,37,19,21,23,1,24,33,23,?,8,3,1,40,22,2,5,18,4,?,7,?,29,12,2,4,37,48,24,13,18,1,5,2,40,40,31,21,1,5,4,12,5,6,1,1,1,4,1,11,30,44,23,41,41,16,40,?,29,29
G23_Sambaa,1,21,54,38,44,26,30,5,1,46,2,16,39,1,67,44,11,1,6,1,15,1,3,11,2,22,29,1,35,48,39,1,34,1,57,4,27,1,41,6,3,25,19,33,23,1,24,33,11,53,42,3,29,27,22,40,5,18,4,5,7,32,29,15,2,22,1,51,24,13,18,1,5,2,9,36,31,21,1,20,23,12,5,6,1,1,1,3,1,11,22,26,23,6,41,16,34,47,49,47
G24_Bondei,1,21,54,59,44,26,30,5,1,46,2,16,39,1,67,44,23,1,6,1,4,1,3,11,2,22,1,1,35,48,39,1,34,1,39,4,39,1,43,25,3,37,19,21,23,1,24,33,43,53,8,3,29,27,22,40,5,18,4,5,7,32,29,5,2,22,1,51,24,13,18,1,5,2,9,36,31,21,1,20,23,12,5,6,1,1,1,3,1,11,22,26,23,4,43,16,34,47,49,39
G32_Doe,1,21,1,59,36,23,30,5,1,40,2,16,39,1,61,44,13,1,1,1,4,1,3,11,2,4,1,1,35,48,39,1,34,1,58,4,27,1,43,25,3,16,19,21,23,1,24,33,43,54,8,3,1,27,19,2,5,18,4,5,7,32,29,5,2,4,1,22,24,13,18,1,20,2,9,40,32,21,1,21,23,12,5,6,1,1,1,3,1,11,22,56,26,6,2,16,34,39,29,39
G31_Zigua,1,21,1,59,36,23,30,5,1,23,2,16,39,1,61,8,13,1,6,18,4,1,3,11,2,4,1,1,35,48,39,1,34,1,39,4,27,1,43,25,3,39,19,21,23,1,24,33,43,21,8,3,30,27,19,2,5,18,4,5,7,32,29,12,2,22,1,22,24,13,18,21,5,38,9,36,32,21,1,20,23,12,5,6,16,1,1,3,1,11,22,56,23,6,41,16,34,47,49,39
G32_Kwere,1,21,1,59,36,23,30,5,1,40,2,16,38,1,61,44,26,1,1,1,4,1,32,11,2,27,1,1,50,48,39,31,36,1,49,4,27,1,43,25,3,19,19,21,23,1,24,33,49,54,8,3,1,27,19,2,5,18,4,5,7,32,29,12,14,4,1,47,24,13,18,21,20,2,9,40,32,21,1,21,4,12,5,6,1,1,1,3,31,11,22,56,26,4,41,16,34,39,50,39
G33_Zaramo,1,21,55,61,36,45,30,2,1,40,2,16,39,1,61,44,26,1,1,1,4,1,32,11,2,21,1,1,51,48,39,31,36,1,49,4,40,1,43,25,3,19,19,21,30,1,24,33,43,54,8,53,1,27,38,2,5,18,17,27,7,32,29,12,14,4,1,47,26,13,26,1,20,2,9,36,1,21,1,20,24,12,5,6,1,1,1,3,31,11,22,26,26,6,2,16,34,48,50,39
G34_Nguungulu,1,21,1,59,36,42,30,5,1,23,2,16,48,1,67,8,23,1,6,1,4,1,3,11,2,4,1,1,35,48,39,1,34,1,39,4,27,1,43,25,3,25,19,21,23,1,26,33,43,21,8,3,30,27,22,40,5,18,4,5,7,32,29,5,2,22,1,22,24,13,36,1,5,2,9,40,32,21,1,20,23,12,5,6,1,1,1,3,1,11,22,56,23,4,41,16,34,47,49,39
G35_Luguru,1,21,1,59,44,23,30,5,1,27,27,16,49,1,61,44,26,1,1,1,4,1,32,11,11,21,1,?,48,48,40,31,34,?,49,?,27,22,43,25,3,19,1,21,30,1,24,32,50,54,8,54,1,27,38,2,22,18,17,5,7,32,29,12,14,4,1,47,30,13,26,9,20,?,45,40,33,21,1,20,25,12,5,6,?,?,1,?,31,11,22,56,26,4,41,36,34,49,50,?
G36_Kami,1,21,1,59,44,23,30,5,41,27,28,16,49,1,61,44,26,1,1,1,4,1,32,11,2,21,1,1,48,48,39,31,36,1,58,4,27,22,43,25,3,19,19,21,30,1,26,33,43,54,8,3,1,27,38,2,5,18,4,5,7,32,29,12,14,4,1,47,24,13,26,21,20,2,9,40,32,21,1,21,4,12,5,6,1,1,1,3,31,11,22,26,26,4,41,16,34,48,50,39
G37_Kutu,1,21,55,59,45,23,30,?,1,40,28,16,39,1,69,44,26,1,1,1,3,1,32,11,2,21,1,1,50,48,39,31,36,1,49,4,40,1,43,25,3,19,19,21,30,1,24,33,43,54,8,3,31,27,38,2,5,18,17,5,7,32,29,30,14,4,1,47,26,13,26,1,20,2,53,40,1,21,1,20,4,12,5,6,1,1,1,3,1,11,22,26,26,4,2,16,34,48,50,39
G39_Saghala,1,21,1,2,36,26,50,2,1,42,24,1,14,1,61,8,11,1,24,1,15,1,3,4,2,4,26,1,52,7,39,1,39,1,39,4,1,1,43,51,17,37,25,21,23,1,24,29,23,48,8,3,1,40,22,2,5,18,4,33,?,32,29,31,2,4,1,52,31,13,18,1,16,2,49,40,34,21,1,21,4,12,5,37,1,1,1,4,1,11,22,26,27,32,2,16,34,39,47,48
G401_Mwani,1,21,1,62,45,45,30,2,1,40,29,1,45,1,61,8,27,1,1,1,15,1,3,11,2,4,1,1,53,48,39,1,1,1,40,4,1,1,41,25,3,37,19,21,23,1,24,29,43,35,27,50,1,27,37,2,5,6,4,1,7,?,29,30,14,4,1,47,24,13,18,1,21,2,54,36,31,21,1,21,4,12,5,6,1,1,1,3,1,11,22,?,23,39,2,16,34,39,45,39
G41_Bajuni,1,21,1,38,28,45,30,2,1,40,2,1,39,1,61,8,23,1,1,1,15,1,3,4,2,4,30,1,54,53,39,1,1,1,40,4,1,1,43,25,3,37,19,21,23,1,24,35,49,35,27,3,1,31,37,41,5,6,4,5,31,?,29,30,2,4,1,22,24,13,18,1,21,2,45,36,31,21,1,5,4,12,5,6,1,1,1,3,1,11,11,?,23,39,2,16,34,39,45,39
G412_Mwiini,31,21,1,38,36,45,30,2,1,42,2,1,39,1,61,8,27,1,1,1,15,1,3,4,2,4,26,1,55,7,39,1,1,1,40,4,1,1,43,25,3,37,19,21,23,1,24,35,49,35,27,55,1,27,37,41,5,6,4,?,7,?,29,30,2,4,1,47,?,13,18,1,21,2,45,36,31,21,1,5,26,12,5,6,1,1,1,3,1,11,11,?,23,4,2,16,34,39,45,39
G42_Swahili,1,21,56,?,?,45,50,5,1,40,2,1,39,1,61,8,23,1,1,1,15,1,3,4,2,4,30,1,35,47,39,1,34,1,40,4,1,1,43,25,11,37,19,21,23,1,24,35,44,35,27,3,1,27,37,2,5,6,4,27,7,1,29,30,2,4,1,47,24,13,18,1,21,2,45,36,31,21,1,21,4,12,5,6,1,1,1,3,1,11,22,26,23,6,2,16,34,39,45,39
G42a_Amu,1,21,1,59,28,45,30,2,1,40,2,19,39,1,61,8,23,1,1,1,15,1,3,4,2,4,30,1,54,7,39,1,1,1,40,4,1,1,43,25,11,37,19,21,23,1,24,35,51,35,27,3,1,27,37,41,5,6,4,27,7,?,29,30,2,4,1,22,24,13,18,1,21,2,45,36,31,21,1,5,4,12,5,6,1,1,1,3,1,11,22,?,23,6,2,16,34,39,45,39
G42d_Unguja,1,21,1,59,28,45,50,5,1,40,2,1,39,1,61,8,23,1,1,1,15,1,3,4,2,4,30,1,35,47,39,1,34,1,40,4,1,1,43,25,11,37,19,21,23,1,24,35,44,35,27,3,1,27,37,2,5,6,4,27,7,?,29,30,2,4,1,47,26,13,18,1,21,2,45,36,31,21,1,21,4,12,5,6,1,1,1,3,1,11,22,?,23,6,2,16,34,39,45,39
G43_Kae,1,21,1,59,28,23,50,5,42,40,2,1,39,1,61,8,?,1,1,1,15,1,3,11,2,4,1,1,35,47,39,1,1,1,40,4,27,1,43,25,11,37,19,21,23,1,26,35,52,35,27,3,1,27,37,2,5,6,4,1,7,?,29,30,2,4,1,47,26,13,18,1,16,2,45,?,31,21,1,?,4,12,5,6,1,1,1,3,1,11,?,?,23,6,2,16,34,39,?,?
G44a_Ngazija,1,21,1,63,28,35,30,2,43,40,2,1,14,1,61,8,13,1,1,1,3,1,33,4,2,4,1,1,51,54,39,1,11,1,59,4,1,1,43,25,11,37,28,35,23,1,24,36,23,55,27,3,32,27,22,2,5,6,4,5,7,1,29,5,2,20,40,22,24,13,18,1,21,39,45,36,14,21,1,5,4,12,5,6,1,1,1,3,1,11,22,26,23,4,41,16,34,50,27,39
G44b_Ndzwani,1,21,1,63,28,35,50,2,43,40,2,1,50,1,61,8,23,1,1,1,15,1,33,4,2,4,1,1,51,54,39,1,11,1,59,4,1,1,43,25,11,37,19,35,12,1,24,35,23,55,27,3,32,27,22,2,5,6,4,3,7,37,29,30,2,4,40,22,24,13,18,?,16,39,45,36,14,21,1,5,4,12,5,6,1,1,1,3,1,11,22,26,23,42,41,16,34,50,?,39
G44D_Maore,1,21,1,63,28,35,64,2,43,40,?,1,50,1,61,8,?,1,1,1,15,1,33,4,2,4,1,1,51,54,39,1,11,1,59,4,1,1,?,25,11,?,19,35,12,1,24,?,23,55,27,3,32,27,22,42,5,6,4,3,7,37,29,30,2,?,40,22,32,13,18,1,21,2,45,?,30,21,1,5,4,12,5,6,?,1,1,3,1,11,22,?,?,43,41,16,34,50,27,39
G51_Pogoro,1,1,1,59,36,25,30,?,1,42,2,1,39,1,67,44,27,1,25,19,16,1,3,11,2,22,1,1,49,55,39,32,36,1,49,8,1,1,2,25,3,40,19,36,23,1,24,32,23,52,8,50,1,?,41,43,5,18,17,5,7,1,29,11,2,4,1,43,24,13,18,1,5,2,40,?,35,21,1,20,4,12,61,6,1,1,1,3,1,11,29,56,23,4,?,16,42,51,51,?
G52_Ndamba,1,1,1,15,28,25,65,19,1,42,2,1,39,1,67,44,27,1,26,19,17,1,3,11,2,4,1,1,56,55,39,33,36,9,49,8,1,22,41,25,3,40,29,21,23,1,24,29,53,52,8,3,1,40,41,2,5,18,17,5,32,38,29,11,2,20,1,43,24,13,26,1,5,2,45,40,36,21,1,20,4,35,5,6,1,1,1,3,31,11,29,26,23,4,2,16,34,51,50,39
G61_Sangu,1,1,1,64,36,45,65,5,1,45,2,1,39,1,67,44,13,1,1,16,16,1,31,13,2,22,1,1,48,55,39,34,1,1,49,4,38,22,43,25,3,19,28,21,23,1,24,29,48,52,8,50,1,40,35,40,5,18,17,34,7,32,29,11,14,20,1,50,24,13,26,19,5,2,51,40,1,21,1,20,4,36,5,6,1,1,1,3,31,11,29,58,26,4,42,36,34,51,50,39
G62_Hehe,1,1,1,64,28,46,65,5,1,45,28,1,39,1,70,8,28,1,1,1,18,1,31,11,2,4,1,1,48,56,39,34,36,1,49,4,41,22,41,25,3,19,28,21,23,1,24,37,48,52,43,50,1,40,35,40,5,18,17,1,7,32,31,12,14,20,41,50,24,13,18,1,5,2,40,40,1,21,1,20,4,36,5,?,1,1,1,3,31,11,29,59,26,6,44,36,43,50,50,39
G63_Bena,1,1,57,64,36,46,65,2,1,45,28,1,39,1,67,8,28,1,1,1,3,1,31,11,2,4,1,1,48,57,39,34,36,1,49,4,38,22,41,25,3,19,28,21,29,1,24,33,48,52,8,56,1,40,35,40,5,18,17,1,7,32,29,15,14,20,41,50,24,13,26,1,5,40,40,40,1,21,1,20,4,36,5,6,1,1,1,3,31,11,29,60,26,4,44,36,43,51,52,39
G64_Pangwa,1,1,58,64,36,46,65,5,1,45,28,1,39,1,67,51,13,1,1,1,16,1,31,11,2,28,29,1,48,55,39,34,36,1,49,4,38,22,45,25,3,19,1,21,23,1,24,29,48,52,8,48,1,40,35,40,5,18,17,1,7,32,31,15,14,22,1,50,24,13,26,1,5,2,40,45,1,21,1,20,4,36,5,6,1,1,1,3,31,11,29,?,26,4,41,16,34,51,29,39
G65_Kinga,1,1,59,64,36,45,50,5,1,1,28,1,14,1,71,44,13,1,1,1,16,1,31,11,2,4,1,1,57,55,39,34,36,1,60,4,1,22,41,25,3,19,28,37,23,1,24,29,48,52,8,3,29,40,35,40,5,18,17,35,7,32,31,32,14,22,1,50,24,13,26,9,5,2,1,36,1,41,1,20,4,36,5,6,17,1,1,3,31,11,29,61,26,4,44,16,34,51,29,39
G66_Wanji,1,1,60,?,36,46,50,2,44,45,2,1,39,1,67,44,13,1,1,1,16,1,31,13,2,4,1,?,48,56,39,34,1,1,39,4,38,22,41,25,1,19,28,21,23,1,24,32,50,52,43,48,1,40,35,40,5,18,17,36,7,32,29,11,14,22,1,50,24,13,26,22,5,2,40,40,1,21,1,22,4,12,5,6,17,1,1,3,31,11,29,56,28,44,42,36,34,51,29,39
M11_Pimbwe,1,1,53,40,43,23,30,2,1,42,2,20,39,1,67,44,13,1,1,1,4,1,34,4,2,4,1,1,58,58,37,28,1,1,49,4,1,1,2,25,3,19,30,21,23,1,2,29,36,29,8,57,1,40,22,44,5,18,4,30,7,1,32,12,2,4,1,47,18,13,26,1,5,2,50,3,1,21,1,5,4,12,5,38,1,1,1,3,1,11,29,56,2,45,2,16,44,52,29,29
M12_Lungwa,1,1,53,40,43,23,30,20,1,42,2,1,39,1,67,44,13,1,1,1,4,1,34,4,2,4,1,1,58,58,39,28,1,1,49,4,1,1,2,25,3,19,30,21,23,1,2,33,36,35,8,57,1,40,22,44,5,18,4,30,7,1,32,12,2,4,1,47,26,13,26,1,5,2,50,3,1,21,1,5,4,12,5,38,1,1,1,3,1,11,29,26,2,45,41,16,44,52,29,29
M13_Fipa,1,13,11,40,43,23,30,2,1,42,2,1,39,1,72,44,29,1,1,1,16,1,3,4,2,4,25,1,58,59,39,28,1,1,49,4,38,1,37,25,3,19,27,21,30,1,2,33,36,35,8,57,1,40,22,44,5,18,4,30,32,1,32,33,2,4,1,47,33,13,26,19,5,41,33,3,1,21,1,5,4,37,59,38,18,1,1,3,1,11,29,26,2,46,2,16,44,46,29,29
M14_Rungu,1,13,11,65,43,23,30,2,1,42,2,1,41,1,27,52,25,1,1,1,16,1,3,4,2,4,25,1,58,7,39,28,1,1,49,4,38,1,2,25,3,25,27,21,30,1,2,33,36,56,8,57,1,40,22,44,5,18,4,30,7,1,32,33,2,4,1,47,33,13,26,1,5,2,35,3,1,21,1,5,4,12,59,38,1,1,1,3,1,11,29,26,2,45,41,16,44,46,29,49
M15_Mambwe,1,13,11,40,43,23,30,2,1,42,2,1,51,1,27,44,13,1,1,1,16,1,3,4,2,4,25,12,58,59,39,28,1,1,49,4,38,1,2,25,3,25,27,21,30,1,2,33,36,56,8,57,1,40,22,44,5,18,4,30,7,1,32,33,2,4,1,47,33,13,26,1,5,41,1,3,1,21,1,5,4,12,59,38,19,1,1,3,1,11,29,26,2,45,41,16,44,46,29,29
M21_Ndali,1,21,11,66,43,47,30,2,1,45,2,21,39,1,61,44,13,1,1,1,16,1,35,4,2,4,1,1,45,56,37,28,1,1,39,4,1,1,43,25,3,19,28,21,23,1,2,38,54,52,8,3,29,60,42,2,5,18,18,37,7,1,33,11,2,22,1,53,34,13,18,1,5,2,9,46,1,21,1,23,4,12,5,39,16,1,1,3,29,11,29,62,23,4,2,16,40,45,53,29
M21_Wanda,1,13,11,40,43,48,30,2,1,42,2,1,39,1,61,44,25,1,1,2,16,1,36,4,2,29,25,1,45,7,39,1,1,1,39,4,1,1,2,25,3,25,27,21,30,1,2,33,36,35,8,57,28,40,22,2,5,18,4,37,7,1,32,33,2,4,1,47,35,13,26,1,22,2,40,3,1,21,1,5,4,12,59,38,1,1,1,3,1,11,29,56,2,45,2,16,44,46,29,29
M22_Namwanga,1,13,11,40,43,48,30,2,1,42,2,1,39,1,61,44,25,1,1,2,16,1,36,4,2,4,25,1,45,59,39,1,1,1,39,4,1,1,2,25,3,25,27,21,30,1,2,33,36,35,8,57,28,40,22,2,5,18,4,37,7,1,32,33,2,4,1,47,35,13,26,1,22,2,33,3,1,21,1,5,4,12,59,38,1,1,1,3,1,11,29,56,2,45,41,16,44,46,29,29
M23_Nyiha,1,25,11,40,36,23,66,2,1,45,2,1,39,1,61,24,13,1,1,16,16,1,3,4,2,4,1,1,48,58,39,28,1,1,39,4,1,1,2,51,3,25,19,21,23,1,2,38,23,35,8,48,28,40,43,2,5,18,4,5,7,1,33,34,2,4,42,22,34,13,26,23,5,34,55,36,1,21,30,22,4,12,5,38,1,1,1,3,29,11,29,56,23,4,42,16,40,53,54,29
